driver,team,lap_number,LapTime,compound,is_pit,stint,lap_start_time,lap_time_s,year,event,round,stint_index,lap_index_in_stint,stint_length
BOT,Kick Sauber,5,0 days 00:01:33.828000,SOFT,False,1.0,0 days 01:02:13.924000,93.828,2024,Miami Grand Prix,6,1,4,57
GAS,Alpine,5,0 days 00:01:34.190000,MEDIUM,False,1.0,0 days 01:02:09.105000,94.19,2024,Miami Grand Prix,6,1,4,57
HAM,Mercedes,5,0 days 00:01:33.666000,HARD,False,1.0,0 days 01:02:06.088000,93.666,2024,Miami Grand Prix,6,1,4,57
HUL,Haas F1 Team,5,0 days 00:01:33.776000,MEDIUM,False,1.0,0 days 01:02:05.361000,93.776,2024,Miami Grand Prix,6,1,4,57
LEC,Ferrari,5,0 days 00:01:33.809000,MEDIUM,False,1.0,0 days 01:01:59.404000,93.809,2024,Miami Grand Prix,6,1,4,56
MAG,Haas F1 Team,5,0 days 00:01:34.221000,HARD,False,1.0,0 days 01:02:14.838000,94.221,2024,Miami Grand Prix,6,1,4,57
NOR,McLaren,5,0 days 00:01:33.260000,MEDIUM,False,1.0,0 days 01:02:03.785000,93.26,2024,Miami Grand Prix,6,1,4,56
OCO,Alpine,5,0 days 00:01:33.908000,MEDIUM,False,1.0,0 days 01:02:11.157000,93.908,2024,Miami Grand Prix,6,1,4,57
PER,Red Bull Racing,5,0 days 00:01:33.318000,MEDIUM,False,1.0,0 days 01:02:01.715000,93.318,2024,Miami Grand Prix,6,1,4,57
PIA,McLaren,5,0 days 00:01:33.321000,MEDIUM,False,1.0,0 days 01:01:59.163000,93.321,2024,Miami Grand Prix,6,1,4,56
RIC,RB,5,0 days 00:01:34.201000,HARD,False,1.0,0 days 01:02:16.204000,94.201,2024,Miami Grand Prix,6,1,4,57
RUS,Mercedes,5,0 days 00:01:33.932000,MEDIUM,False,1.0,0 days 01:02:07.548000,93.932,2024,Miami Grand Prix,6,1,4,57
SAI,Ferrari,5,0 days 00:01:33.569000,MEDIUM,False,1.0,0 days 01:02:00.018000,93.569,2024,Miami Grand Prix,6,1,4,57
SAR,Williams,5,0 days 00:01:33.833000,MEDIUM,False,1.0,0 days 01:02:11.942000,93.833,2024,Miami Grand Prix,6,1,4,27
STR,Aston Martin,5,0 days 00:01:34.506000,MEDIUM,False,1.0,0 days 01:02:08.116000,94.506,2024,Miami Grand Prix,6,1,4,57
TSU,RB,5,0 days 00:01:35.267000,MEDIUM,False,1.0,0 days 01:02:06.867000,95.267,2024,Miami Grand Prix,6,1,4,57
VER,Red Bull Racing,5,0 days 00:01:32.834000,MEDIUM,False,1.0,0 days 01:01:57.378000,92.834,2024,Miami Grand Prix,6,1,4,56
ZHO,Kick Sauber,5,0 days 00:01:33.673000,MEDIUM,False,1.0,0 days 01:02:13.313000,93.673,2024,Miami Grand Prix,6,1,4,57
ALB,Williams,6,0 days 00:01:34.260000,MEDIUM,False,1.0,0 days 01:03:44.561000,94.26,2024,Miami Grand Prix,6,1,5,57
ALO,Aston Martin,6,0 days 00:01:34.060000,HARD,False,1.0,0 days 01:03:43.952000,94.06,2024,Miami Grand Prix,6,1,5,57
BOT,Kick Sauber,6,0 days 00:01:34.373000,SOFT,False,1.0,0 days 01:03:47.752000,94.373,2024,Miami Grand Prix,6,1,5,57
GAS,Alpine,6,0 days 00:01:34.004000,MEDIUM,False,1.0,0 days 01:03:43.295000,94.004,2024,Miami Grand Prix,6,1,5,57
HAM,Mercedes,6,0 days 00:01:33.679000,HARD,False,1.0,0 days 01:03:39.754000,93.679,2024,Miami Grand Prix,6,1,5,57
HUL,Haas F1 Team,6,0 days 00:01:33.561000,MEDIUM,False,1.0,0 days 01:03:39.137000,93.561,2024,Miami Grand Prix,6,1,5,57
LEC,Ferrari,6,0 days 00:01:32.940000,MEDIUM,False,1.0,0 days 01:03:33.213000,92.94,2024,Miami Grand Prix,6,1,5,56
MAG,Haas F1 Team,6,0 days 00:01:33.856000,HARD,False,1.0,0 days 01:03:49.059000,93.856,2024,Miami Grand Prix,6,1,5,57
NOR,McLaren,6,0 days 00:01:33.172000,MEDIUM,False,1.0,0 days 01:03:37.045000,93.172,2024,Miami Grand Prix,6,1,5,56
OCO,Alpine,6,0 days 00:01:34.440000,MEDIUM,False,1.0,0 days 01:03:45.065000,94.44,2024,Miami Grand Prix,6,1,5,57
PER,Red Bull Racing,6,0 days 00:01:33.198000,MEDIUM,False,1.0,0 days 01:03:35.033000,93.198,2024,Miami Grand Prix,6,1,5,57
PIA,McLaren,6,0 days 00:01:32.878000,MEDIUM,False,1.0,0 days 01:03:32.484000,92.878,2024,Miami Grand Prix,6,1,5,56
RIC,RB,6,0 days 00:01:33.982000,HARD,False,1.0,0 days 01:03:50.405000,93.982,2024,Miami Grand Prix,6,1,5,57
RUS,Mercedes,6,0 days 00:01:33.636000,MEDIUM,False,1.0,0 days 01:03:41.480000,93.636,2024,Miami Grand Prix,6,1,5,57
SAI,Ferrari,6,0 days 00:01:32.911000,MEDIUM,False,1.0,0 days 01:03:33.587000,92.911,2024,Miami Grand Prix,6,1,5,57
SAR,Williams,6,0 days 00:01:34.465000,MEDIUM,False,1.0,0 days 01:03:45.775000,94.465,2024,Miami Grand Prix,6,1,5,27
STR,Aston Martin,6,0 days 00:01:33.917000,MEDIUM,False,1.0,0 days 01:03:42.622000,93.917,2024,Miami Grand Prix,6,1,5,57
TSU,RB,6,0 days 00:01:33.902000,MEDIUM,False,1.0,0 days 01:03:42.134000,93.902,2024,Miami Grand Prix,6,1,5,57
VER,Red Bull Racing,6,0 days 00:01:32.939000,MEDIUM,False,1.0,0 days 01:03:30.212000,92.939,2024,Miami Grand Prix,6,1,5,56
ZHO,Kick Sauber,6,0 days 00:01:34.318000,MEDIUM,False,1.0,0 days 01:03:46.986000,94.318,2024,Miami Grand Prix,6,1,5,57
ALB,Williams,7,0 days 00:01:34.475000,MEDIUM,False,1.0,0 days 01:05:18.821000,94.475,2024,Miami Grand Prix,6,1,6,57
ALO,Aston Martin,7,0 days 00:01:34.605000,HARD,False,1.0,0 days 01:05:18.012000,94.605,2024,Miami Grand Prix,6,1,6,57
BOT,Kick Sauber,7,0 days 00:01:34.395000,SOFT,False,1.0,0 days 01:05:22.125000,94.395,2024,Miami Grand Prix,6,1,6,57
GAS,Alpine,7,0 days 00:01:34.291000,MEDIUM,False,1.0,0 days 01:05:17.299000,94.291,2024,Miami Grand Prix,6,1,6,57
HAM,Mercedes,7,0 days 00:01:34.466000,HARD,False,1.0,0 days 01:05:13.433000,94.466,2024,Miami Grand Prix,6,1,6,57
HUL,Haas F1 Team,7,0 days 00:01:34.953000,MEDIUM,False,1.0,0 days 01:05:12.698000,94.953,2024,Miami Grand Prix,6,1,6,57
LEC,Ferrari,7,0 days 00:01:33.278000,MEDIUM,False,1.0,0 days 01:05:06.153000,93.278,2024,Miami Grand Prix,6,1,6,56
MAG,Haas F1 Team,7,0 days 00:01:34.666000,HARD,False,1.0,0 days 01:05:22.915000,94.666,2024,Miami Grand Prix,6,1,6,57
NOR,McLaren,7,0 days 00:01:33.165000,MEDIUM,False,1.0,0 days 01:05:10.217000,93.165,2024,Miami Grand Prix,6,1,6,56
OCO,Alpine,7,0 days 00:01:34.127000,MEDIUM,False,1.0,0 days 01:05:19.505000,94.127,2024,Miami Grand Prix,6,1,6,57
PER,Red Bull Racing,7,0 days 00:01:33.175000,MEDIUM,False,1.0,0 days 01:05:08.231000,93.175,2024,Miami Grand Prix,6,1,6,57
PIA,McLaren,7,0 days 00:01:33.355000,MEDIUM,False,1.0,0 days 01:05:05.362000,93.355,2024,Miami Grand Prix,6,1,6,56
RIC,RB,7,0 days 00:01:34.345000,HARD,False,1.0,0 days 01:05:24.387000,94.345,2024,Miami Grand Prix,6,1,6,57
RUS,Mercedes,7,0 days 00:01:33.936000,MEDIUM,False,1.0,0 days 01:05:15.116000,93.936,2024,Miami Grand Prix,6,1,6,57
SAI,Ferrari,7,0 days 00:01:33.421000,MEDIUM,False,1.0,0 days 01:05:06.498000,93.421,2024,Miami Grand Prix,6,1,6,57
SAR,Williams,7,0 days 00:01:34.641000,MEDIUM,False,1.0,0 days 01:05:20.240000,94.641,2024,Miami Grand Prix,6,1,6,27
STR,Aston Martin,7,0 days 00:01:34.064000,MEDIUM,False,1.0,0 days 01:05:16.539000,94.064,2024,Miami Grand Prix,6,1,6,57
TSU,RB,7,0 days 00:01:33.682000,MEDIUM,False,1.0,0 days 01:05:16.036000,93.682,2024,Miami Grand Prix,6,1,6,57
VER,Red Bull Racing,7,0 days 00:01:32.895000,MEDIUM,False,1.0,0 days 01:05:03.151000,92.895,2024,Miami Grand Prix,6,1,6,56
ZHO,Kick Sauber,7,0 days 00:01:34.455000,MEDIUM,False,1.0,0 days 01:05:21.304000,94.455,2024,Miami Grand Prix,6,1,6,57
ALB,Williams,8,0 days 00:01:33.981000,MEDIUM,False,1.0,0 days 01:06:53.296000,93.981,2024,Miami Grand Prix,6,1,7,57
ALO,Aston Martin,8,0 days 00:01:33.751000,HARD,False,1.0,0 days 01:06:52.617000,93.751,2024,Miami Grand Prix,6,1,7,57
BOT,Kick Sauber,8,0 days 00:01:34.754000,SOFT,False,1.0,0 days 01:06:56.520000,94.754,2024,Miami Grand Prix,6,1,7,57
GAS,Alpine,8,0 days 00:01:33.804000,MEDIUM,False,1.0,0 days 01:06:51.590000,93.804,2024,Miami Grand Prix,6,1,7,57
HAM,Mercedes,8,0 days 00:01:34.621000,HARD,False,1.0,0 days 01:06:47.899000,94.621,2024,Miami Grand Prix,6,1,7,57
HUL,Haas F1 Team,8,0 days 00:01:34.304000,MEDIUM,False,1.0,0 days 01:06:47.651000,94.304,2024,Miami Grand Prix,6,1,7,57
LEC,Ferrari,8,0 days 00:01:33.113000,MEDIUM,False,1.0,0 days 01:06:39.431000,93.113,2024,Miami Grand Prix,6,1,7,56
MAG,Haas F1 Team,8,0 days 00:01:35.192000,HARD,False,1.0,0 days 01:06:57.581000,95.192,2024,Miami Grand Prix,6,1,7,57
NOR,McLaren,8,0 days 00:01:32.999000,MEDIUM,False,1.0,0 days 01:06:43.382000,92.999,2024,Miami Grand Prix,6,1,7,56
OCO,Alpine,8,0 days 00:01:34.490000,MEDIUM,False,1.0,0 days 01:06:53.632000,94.49,2024,Miami Grand Prix,6,1,7,57
PER,Red Bull Racing,8,0 days 00:01:33.147000,MEDIUM,False,1.0,0 days 01:06:41.406000,93.147,2024,Miami Grand Prix,6,1,7,57
PIA,McLaren,8,0 days 00:01:33.067000,MEDIUM,False,1.0,0 days 01:06:38.717000,93.067,2024,Miami Grand Prix,6,1,7,56
RIC,RB,8,0 days 00:01:34.892000,HARD,False,1.0,0 days 01:06:58.732000,94.892,2024,Miami Grand Prix,6,1,7,57
RUS,Mercedes,8,0 days 00:01:33.819000,MEDIUM,False,1.0,0 days 01:06:49.052000,93.819,2024,Miami Grand Prix,6,1,7,57
SAI,Ferrari,8,0 days 00:01:33.339000,MEDIUM,False,1.0,0 days 01:06:39.919000,93.339,2024,Miami Grand Prix,6,1,7,57
SAR,Williams,8,0 days 00:01:34.474000,MEDIUM,False,1.0,0 days 01:06:54.881000,94.474,2024,Miami Grand Prix,6,1,7,27
STR,Aston Martin,8,0 days 00:01:33.768000,MEDIUM,False,1.0,0 days 01:06:50.603000,93.768,2024,Miami Grand Prix,6,1,7,57
TSU,RB,8,0 days 00:01:34.022000,MEDIUM,False,1.0,0 days 01:06:49.718000,94.022,2024,Miami Grand Prix,6,1,7,57
VER,Red Bull Racing,8,0 days 00:01:32.838000,MEDIUM,False,1.0,0 days 01:06:36.046000,92.838,2024,Miami Grand Prix,6,1,7,56
ZHO,Kick Sauber,8,0 days 00:01:34.539000,MEDIUM,False,1.0,0 days 01:06:55.759000,94.539,2024,Miami Grand Prix,6,1,7,57
ALB,Williams,9,0 days 00:01:34.249000,MEDIUM,False,1.0,0 days 01:08:27.277000,94.249,2024,Miami Grand Prix,6,1,8,57
ALO,Aston Martin,9,0 days 00:01:34.006000,HARD,False,1.0,0 days 01:08:26.368000,94.006,2024,Miami Grand Prix,6,1,8,57
BOT,Kick Sauber,9,0 days 00:01:34.597000,SOFT,False,1.0,0 days 01:08:31.274000,94.597,2024,Miami Grand Prix,6,1,8,57
GAS,Alpine,9,0 days 00:01:33.953000,MEDIUM,False,1.0,0 days 01:08:25.394000,93.953,2024,Miami Grand Prix,6,1,8,57
HAM,Mercedes,9,0 days 00:01:34.024000,HARD,False,1.0,0 days 01:08:22.520000,94.024,2024,Miami Grand Prix,6,1,8,57
HUL,Haas F1 Team,9,0 days 00:01:34.126000,MEDIUM,False,1.0,0 days 01:08:21.955000,94.126,2024,Miami Grand Prix,6,1,8,57
LEC,Ferrari,9,0 days 00:01:33.152000,MEDIUM,False,1.0,0 days 01:08:12.544000,93.152,2024,Miami Grand Prix,6,1,8,56
MAG,Haas F1 Team,9,0 days 00:01:34.577000,HARD,False,1.0,0 days 01:08:32.773000,94.577,2024,Miami Grand Prix,6,1,8,57
NOR,McLaren,9,0 days 00:01:33.429000,MEDIUM,False,1.0,0 days 01:08:16.381000,93.429,2024,Miami Grand Prix,6,1,8,56
OCO,Alpine,9,0 days 00:01:34.119000,MEDIUM,False,1.0,0 days 01:08:28.122000,94.119,2024,Miami Grand Prix,6,1,8,57
PER,Red Bull Racing,9,0 days 00:01:33.490000,MEDIUM,False,1.0,0 days 01:08:14.553000,93.49,2024,Miami Grand Prix,6,1,8,57
PIA,McLaren,9,0 days 00:01:33.092000,MEDIUM,False,1.0,0 days 01:08:11.784000,93.092,2024,Miami Grand Prix,6,1,8,56
RIC,RB,9,0 days 00:01:34.655000,HARD,False,1.0,0 days 01:08:33.624000,94.655,2024,Miami Grand Prix,6,1,8,57
RUS,Mercedes,9,0 days 00:01:34.359000,MEDIUM,False,1.0,0 days 01:08:22.871000,94.359,2024,Miami Grand Prix,6,1,8,57
SAI,Ferrari,9,0 days 00:01:33.078000,MEDIUM,False,1.0,0 days 01:08:13.258000,93.078,2024,Miami Grand Prix,6,1,8,57
SAR,Williams,9,0 days 00:01:34.275000,MEDIUM,False,1.0,0 days 01:08:29.355000,94.275,2024,Miami Grand Prix,6,1,8,27
STR,Aston Martin,9,0 days 00:01:34.100000,MEDIUM,False,1.0,0 days 01:08:24.371000,94.1,2024,Miami Grand Prix,6,1,8,57
TSU,RB,9,0 days 00:01:34.117000,MEDIUM,False,1.0,0 days 01:08:23.740000,94.117,2024,Miami Grand Prix,6,1,8,57
VER,Red Bull Racing,9,0 days 00:01:33.289000,MEDIUM,False,1.0,0 days 01:08:08.884000,93.289,2024,Miami Grand Prix,6,1,8,56
ZHO,Kick Sauber,9,0 days 00:01:34.263000,MEDIUM,False,1.0,0 days 01:08:30.298000,94.263,2024,Miami Grand Prix,6,1,8,57
ALB,Williams,10,0 days 00:01:39.601000,MEDIUM,False,1.0,0 days 01:10:01.526000,99.601,2024,Miami Grand Prix,6,1,9,57
ALO,Aston Martin,10,0 days 00:01:34.619000,HARD,False,1.0,0 days 01:10:00.374000,94.619,2024,Miami Grand Prix,6,1,9,57
BOT,Kick Sauber,10,0 days 00:01:34.726000,SOFT,False,1.0,0 days 01:10:05.871000,94.726,2024,Miami Grand Prix,6,1,9,57
GAS,Alpine,10,0 days 00:01:34.731000,MEDIUM,False,1.0,0 days 01:09:59.347000,94.731,2024,Miami Grand Prix,6,1,9,57
HAM,Mercedes,10,0 days 00:01:34.602000,HARD,False,1.0,0 days 01:09:56.544000,94.602,2024,Miami Grand Prix,6,1,9,57
HUL,Haas F1 Team,10,0 days 00:01:35.543000,MEDIUM,False,1.0,0 days 01:09:56.081000,95.543,2024,Miami Grand Prix,6,1,9,57
LEC,Ferrari,10,0 days 00:01:33.478000,MEDIUM,False,1.0,0 days 01:09:45.696000,93.478,2024,Miami Grand Prix,6,1,9,56
MAG,Haas F1 Team,10,0 days 00:01:35.118000,HARD,False,1.0,0 days 01:10:07.350000,95.118,2024,Miami Grand Prix,6,1,9,57
NOR,McLaren,10,0 days 00:01:33.230000,MEDIUM,False,1.0,0 days 01:09:49.810000,93.23,2024,Miami Grand Prix,6,1,9,56
OCO,Alpine,10,0 days 00:01:34.356000,MEDIUM,False,1.0,0 days 01:10:02.241000,94.356,2024,Miami Grand Prix,6,1,9,57
PER,Red Bull Racing,10,0 days 00:01:33.579000,MEDIUM,False,1.0,0 days 01:09:48.043000,93.579,2024,Miami Grand Prix,6,1,9,57
PIA,McLaren,10,0 days 00:01:33.592000,MEDIUM,False,1.0,0 days 01:09:44.876000,93.592,2024,Miami Grand Prix,6,1,9,56
RIC,RB,10,0 days 00:01:35.293000,HARD,False,1.0,0 days 01:10:08.279000,95.293,2024,Miami Grand Prix,6,1,9,57
RUS,Mercedes,10,0 days 00:01:34.785000,MEDIUM,False,1.0,0 days 01:09:57.230000,94.785,2024,Miami Grand Prix,6,1,9,57
SAI,Ferrari,10,0 days 00:01:33.334000,MEDIUM,False,1.0,0 days 01:09:46.336000,93.334,2024,Miami Grand Prix,6,1,9,57
SAR,Williams,10,0 days 00:01:34.582000,MEDIUM,False,1.0,0 days 01:10:03.630000,94.582,2024,Miami Grand Prix,6,1,9,27
STR,Aston Martin,10,0 days 00:01:34.518000,MEDIUM,False,1.0,0 days 01:09:58.471000,94.518,2024,Miami Grand Prix,6,1,9,57
TSU,RB,10,0 days 00:01:34.916000,MEDIUM,False,1.0,0 days 01:09:57.857000,94.916,2024,Miami Grand Prix,6,1,9,57
VER,Red Bull Racing,10,0 days 00:01:33.267000,MEDIUM,False,1.0,0 days 01:09:42.173000,93.267,2024,Miami Grand Prix,6,1,9,56
ZHO,Kick Sauber,10,0 days 00:01:34.286000,MEDIUM,False,1.0,0 days 01:10:04.561000,94.286,2024,Miami Grand Prix,6,1,9,57
ALB,Williams,11,0 days 00:01:47.913000,HARD,False,2.0,0 days 01:11:41.127000,107.913,2024,Miami Grand Prix,6,1,10,57
ALO,Aston Martin,11,0 days 00:01:35.199000,HARD,False,1.0,0 days 01:11:34.993000,95.199,2024,Miami Grand Prix,6,1,10,57
BOT,Kick Sauber,11,0 days 00:01:39.656000,SOFT,False,1.0,0 days 01:11:40.597000,99.656,2024,Miami Grand Prix,6,1,10,57
GAS,Alpine,11,0 days 00:01:34.743000,MEDIUM,False,1.0,0 days 01:11:34.078000,94.743,2024,Miami Grand Prix,6,1,10,57
HAM,Mercedes,11,0 days 00:01:34.372000,HARD,False,1.0,0 days 01:11:31.146000,94.372,2024,Miami Grand Prix,6,1,10,57
HUL,Haas F1 Team,11,0 days 00:01:34.756000,MEDIUM,False,1.0,0 days 01:11:31.624000,94.756,2024,Miami Grand Prix,6,1,10,57
LEC,Ferrari,11,0 days 00:01:33.171000,MEDIUM,False,1.0,0 days 01:11:19.174000,93.171,2024,Miami Grand Prix,6,1,10,56
MAG,Haas F1 Team,11,0 days 00:01:35.152000,HARD,False,1.0,0 days 01:11:42.468000,95.152,2024,Miami Grand Prix,6,1,10,57
NOR,McLaren,11,0 days 00:01:33.432000,MEDIUM,False,1.0,0 days 01:11:23.040000,93.432,2024,Miami Grand Prix,6,1,10,56
OCO,Alpine,11,0 days 00:01:34.486000,MEDIUM,False,1.0,0 days 01:11:36.597000,94.486,2024,Miami Grand Prix,6,1,10,57
PER,Red Bull Racing,11,0 days 00:01:33.532000,MEDIUM,False,1.0,0 days 01:11:21.622000,93.532,2024,Miami Grand Prix,6,1,10,57
PIA,McLaren,11,0 days 00:01:33.262000,MEDIUM,False,1.0,0 days 01:11:18.468000,93.262,2024,Miami Grand Prix,6,1,10,56
RIC,RB,11,0 days 00:01:34.931000,HARD,False,1.0,0 days 01:11:43.572000,94.931,2024,Miami Grand Prix,6,1,10,57
RUS,Mercedes,11,0 days 00:01:34.805000,MEDIUM,False,1.0,0 days 01:11:32.015000,94.805,2024,Miami Grand Prix,6,1,10,57
SAI,Ferrari,11,0 days 00:01:33.355000,MEDIUM,False,1.0,0 days 01:11:19.670000,93.355,2024,Miami Grand Prix,6,1,10,57
SAR,Williams,11,0 days 00:01:39.392000,MEDIUM,False,1.0,0 days 01:11:38.212000,99.392,2024,Miami Grand Prix,6,1,10,27
STR,Aston Martin,11,0 days 00:01:40.203000,MEDIUM,False,1.0,0 days 01:11:32.989000,100.203,2024,Miami Grand Prix,6,1,10,57
TSU,RB,11,0 days 00:01:34.816000,MEDIUM,False,1.0,0 days 01:11:32.773000,94.816,2024,Miami Grand Prix,6,1,10,57
VER,Red Bull Racing,11,0 days 00:01:33.501000,MEDIUM,False,1.0,0 days 01:11:15.440000,93.501,2024,Miami Grand Prix,6,1,10,56
ZHO,Kick Sauber,11,0 days 00:01:34.662000,MEDIUM,False,1.0,0 days 01:11:38.847000,94.662,2024,Miami Grand Prix,6,1,10,57
ALB,Williams,12,0 days 00:01:34.419000,HARD,False,2.0,0 days 01:13:29.040000,94.419,2024,Miami Grand Prix,6,1,11,57
ALO,Aston Martin,12,0 days 00:01:35.193000,HARD,False,1.0,0 days 01:13:10.192000,95.193,2024,Miami Grand Prix,6,1,11,57
BOT,Kick Sauber,12,0 days 00:01:49.559000,HARD,False,2.0,0 days 01:13:20.253000,109.559,2024,Miami Grand Prix,6,1,11,57
GAS,Alpine,12,0 days 00:01:39.216000,MEDIUM,False,1.0,0 days 01:13:08.821000,99.216,2024,Miami Grand Prix,6,1,11,57
HAM,Mercedes,12,0 days 00:01:33.990000,HARD,False,1.0,0 days 01:13:05.518000,93.99,2024,Miami Grand Prix,6,1,11,57
HUL,Haas F1 Team,12,0 days 00:01:40.420000,MEDIUM,False,1.0,0 days 01:13:06.380000,100.42,2024,Miami Grand Prix,6,1,11,57
LEC,Ferrari,12,0 days 00:01:33.123000,MEDIUM,False,1.0,0 days 01:12:52.345000,93.123,2024,Miami Grand Prix,6,1,11,56
MAG,Haas F1 Team,12,0 days 00:01:34.613000,HARD,False,1.0,0 days 01:13:17.620000,94.613,2024,Miami Grand Prix,6,1,11,57
NOR,McLaren,12,0 days 00:01:33.427000,MEDIUM,False,1.0,0 days 01:12:56.472000,93.427,2024,Miami Grand Prix,6,1,11,56
OCO,Alpine,12,0 days 00:01:33.984000,MEDIUM,False,1.0,0 days 01:13:11.083000,93.984,2024,Miami Grand Prix,6,1,11,57
PER,Red Bull Racing,12,0 days 00:01:33.755000,MEDIUM,False,1.0,0 days 01:12:55.154000,93.755,2024,Miami Grand Prix,6,1,11,57
PIA,McLaren,12,0 days 00:01:33.083000,MEDIUM,False,1.0,0 days 01:12:51.730000,93.083,2024,Miami Grand Prix,6,1,11,56
RIC,RB,12,0 days 00:01:34.558000,HARD,False,1.0,0 days 01:13:18.503000,94.558,2024,Miami Grand Prix,6,1,11,57
RUS,Mercedes,12,0 days 00:01:34.392000,MEDIUM,False,1.0,0 days 01:13:06.820000,94.392,2024,Miami Grand Prix,6,1,11,57
SAI,Ferrari,12,0 days 00:01:33.153000,MEDIUM,False,1.0,0 days 01:12:53.025000,93.153,2024,Miami Grand Prix,6,1,11,57
SAR,Williams,12,0 days 00:01:48.848000,HARD,False,2.0,0 days 01:13:17.604000,108.848,2024,Miami Grand Prix,6,1,11,27
STR,Aston Martin,12,0 days 00:01:50.133000,HARD,False,2.0,0 days 01:13:13.192000,110.133,2024,Miami Grand Prix,6,1,11,57
TSU,RB,12,0 days 00:01:34.631000,MEDIUM,False,1.0,0 days 01:13:07.589000,94.631,2024,Miami Grand Prix,6,1,11,57
VER,Red Bull Racing,12,0 days 00:01:33.097000,MEDIUM,False,1.0,0 days 01:12:48.941000,93.097,2024,Miami Grand Prix,6,1,11,56
ZHO,Kick Sauber,12,0 days 00:01:34.455000,MEDIUM,False,1.0,0 days 01:13:13.509000,94.455,2024,Miami Grand Prix,6,1,11,57
ALB,Williams,13,0 days 00:01:34.490000,HARD,False,2.0,0 days 01:15:03.459000,94.49,2024,Miami Grand Prix,6,1,12,57
ALO,Aston Martin,13,0 days 00:01:34.657000,HARD,False,1.0,0 days 01:14:45.385000,94.657,2024,Miami Grand Prix,6,1,12,57
BOT,Kick Sauber,13,0 days 00:01:33.803000,HARD,False,2.0,0 days 01:15:09.812000,93.803,2024,Miami Grand Prix,6,1,12,57
GAS,Alpine,13,0 days 00:01:48.014000,HARD,False,2.0,0 days 01:14:48.037000,108.014,2024,Miami Grand Prix,6,1,12,57
HAM,Mercedes,13,0 days 00:01:33.871000,HARD,False,1.0,0 days 01:14:39.508000,93.871,2024,Miami Grand Prix,6,1,12,57
HUL,Haas F1 Team,13,0 days 00:01:48.595000,HARD,False,2.0,0 days 01:14:46.800000,108.595,2024,Miami Grand Prix,6,1,12,57
LEC,Ferrari,13,0 days 00:01:33.327000,MEDIUM,False,1.0,0 days 01:14:25.468000,93.327,2024,Miami Grand Prix,6,1,12,56
MAG,Haas F1 Team,13,0 days 00:01:34.605000,HARD,False,1.0,0 days 01:14:52.233000,94.605,2024,Miami Grand Prix,6,1,12,57
NOR,McLaren,13,0 days 00:01:33.502000,MEDIUM,False,1.0,0 days 01:14:29.899000,93.502,2024,Miami Grand Prix,6,1,12,56
OCO,Alpine,13,0 days 00:01:34.094000,MEDIUM,False,1.0,0 days 01:14:45.067000,94.094,2024,Miami Grand Prix,6,1,12,57
PER,Red Bull Racing,13,0 days 00:01:33.971000,MEDIUM,False,1.0,0 days 01:14:28.909000,93.971,2024,Miami Grand Prix,6,1,12,57
PIA,McLaren,13,0 days 00:01:33.162000,MEDIUM,False,1.0,0 days 01:14:24.813000,93.162,2024,Miami Grand Prix,6,1,12,56
RIC,RB,13,0 days 00:01:34.405000,HARD,False,1.0,0 days 01:14:53.061000,94.405,2024,Miami Grand Prix,6,1,12,57
RUS,Mercedes,13,0 days 00:01:34.041000,MEDIUM,False,1.0,0 days 01:14:41.212000,94.041,2024,Miami Grand Prix,6,1,12,57
SAI,Ferrari,13,0 days 00:01:33.605000,MEDIUM,False,1.0,0 days 01:14:26.178000,93.605,2024,Miami Grand Prix,6,1,12,57
SAR,Williams,13,0 days 00:01:33.706000,HARD,False,2.0,0 days 01:15:06.452000,93.706,2024,Miami Grand Prix,6,1,12,27
STR,Aston Martin,13,0 days 00:01:33.936000,HARD,False,2.0,0 days 01:15:03.325000,93.936,2024,Miami Grand Prix,6,1,12,57
TSU,RB,13,0 days 00:01:34.689000,MEDIUM,False,1.0,0 days 01:14:42.220000,94.689,2024,Miami Grand Prix,6,1,12,57
VER,Red Bull Racing,13,0 days 00:01:33.129000,MEDIUM,False,1.0,0 days 01:14:22.038000,93.129,2024,Miami Grand Prix,6,1,12,56
ZHO,Kick Sauber,13,0 days 00:01:34.666000,MEDIUM,False,1.0,0 days 01:14:47.964000,94.666,2024,Miami Grand Prix,6,1,12,57
ALB,Williams,14,0 days 00:01:33.929000,HARD,False,2.0,0 days 01:16:37.949000,93.929,2024,Miami Grand Prix,6,1,13,57
ALO,Aston Martin,14,0 days 00:01:34.618000,HARD,False,1.0,0 days 01:16:20.042000,94.618,2024,Miami Grand Prix,6,1,13,57
BOT,Kick Sauber,14,0 days 00:01:33.594000,HARD,False,2.0,0 days 01:16:43.615000,93.594,2024,Miami Grand Prix,6,1,13,57
GAS,Alpine,14,0 days 00:01:33.375000,HARD,False,2.0,0 days 01:16:36.051000,93.375,2024,Miami Grand Prix,6,1,13,57
HAM,Mercedes,14,0 days 00:01:33.693000,HARD,False,1.0,0 days 01:16:13.379000,93.693,2024,Miami Grand Prix,6,1,13,57
HUL,Haas F1 Team,14,0 days 00:01:33.304000,HARD,False,2.0,0 days 01:16:35.395000,93.304,2024,Miami Grand Prix,6,1,13,57
LEC,Ferrari,14,0 days 00:01:32.965000,MEDIUM,False,1.0,0 days 01:15:58.795000,92.965,2024,Miami Grand Prix,6,1,13,56
