driver,team,lap_number,LapTime,compound,is_pit,stint,lap_start_time,lap_time_s,year,event,round,stint_index,lap_index_in_stint,stint_length
ALO,Aston Martin,37,0 days 00:02:15.542000,MEDIUM,False,3.0,0 days 01:51:48.913000,135.542,2024,Qatar Grand Prix,23,1,36,57
BOT,Kick Sauber,37,0 days 00:02:00.033000,MEDIUM,False,4.0,0 days 01:53:48.286000,120.033,2024,Qatar Grand Prix,23,1,34,55
GAS,Alpine,37,0 days 00:02:21.304000,HARD,False,3.0,0 days 01:51:34.231000,141.304,2024,Qatar Grand Prix,23,1,36,57
HAM,Mercedes,37,0 days 00:02:00.881000,HARD,False,4.0,0 days 01:53:45.746000,120.881,2024,Qatar Grand Prix,23,1,34,55
HUL,Haas F1 Team,37,0 days 00:01:59.627000,MEDIUM,False,4.0,0 days 01:52:12.086000,119.627,2024,Qatar Grand Prix,23,1,36,39
LAW,RB,37,0 days 00:01:55.739000,HARD,False,3.0,0 days 01:52:29.478000,115.739,2024,Qatar Grand Prix,23,1,35,56
MAG,Haas F1 Team,37,0 days 00:02:10.074000,HARD,False,3.0,0 days 01:51:54.770000,130.074,2024,Qatar Grand Prix,23,1,36,57
RUS,Mercedes,37,0 days 00:02:14.784000,HARD,False,4.0,0 days 01:51:43.369000,134.784,2024,Qatar Grand Prix,23,1,36,57
SAI,Ferrari,37,0 days 00:02:13.402000,HARD,False,3.0,0 days 01:51:45.904000,133.402,2024,Qatar Grand Prix,23,1,36,57
TSU,RB,37,0 days 00:01:58.996000,HARD,False,3.0,0 days 01:52:08.454000,118.996,2024,Qatar Grand Prix,23,1,36,57
ZHO,Kick Sauber,37,0 days 00:02:09.664000,HARD,False,3.0,0 days 01:51:51.215000,129.664,2024,Qatar Grand Prix,23,1,36,57
ALB,Williams,38,0 days 00:02:26.301000,SOFT,False,4.0,0 days 01:54:08.736000,146.301,2024,Qatar Grand Prix,23,1,37,56
ALO,Aston Martin,38,0 days 00:02:24.470000,MEDIUM,False,4.0,0 days 01:54:04.455000,144.47,2024,Qatar Grand Prix,23,1,37,57
BOT,Kick Sauber,38,0 days 00:01:28.199000,MEDIUM,False,4.0,0 days 01:55:48.319000,88.199,2024,Qatar Grand Prix,23,1,35,55
GAS,Alpine,38,0 days 00:02:26.588000,HARD,False,4.0,0 days 01:53:55.535000,146.588,2024,Qatar Grand Prix,23,1,37,57
HAM,Mercedes,38,0 days 00:01:26.953000,HARD,False,4.0,0 days 01:55:46.627000,86.953,2024,Qatar Grand Prix,23,1,35,55
LAW,RB,38,0 days 00:02:14.297000,HARD,False,4.0,0 days 01:54:25.217000,134.297,2024,Qatar Grand Prix,23,1,36,56
LEC,Ferrari,38,0 days 00:02:28.350000,HARD,False,4.0,0 days 01:53:49.728000,148.35,2024,Qatar Grand Prix,23,1,35,55
NOR,McLaren,38,0 days 00:02:29.162000,HARD,False,4.0,0 days 01:53:46.683000,149.162,2024,Qatar Grand Prix,23,1,34,54
PIA,McLaren,38,0 days 00:02:28.280000,HARD,False,4.0,0 days 01:53:50.949000,148.28,2024,Qatar Grand Prix,23,1,36,56
RUS,Mercedes,38,0 days 00:02:26.380000,HARD,False,5.0,0 days 01:53:58.153000,146.38,2024,Qatar Grand Prix,23,1,37,57
SAI,Ferrari,38,0 days 00:02:26.730000,HARD,False,4.0,0 days 01:53:59.306000,146.73,2024,Qatar Grand Prix,23,1,37,57
TSU,RB,38,0 days 00:02:26.782000,HARD,False,4.0,0 days 01:54:07.450000,146.782,2024,Qatar Grand Prix,23,1,37,57
ZHO,Kick Sauber,38,0 days 00:02:26.432000,HARD,False,4.0,0 days 01:54:00.879000,146.432,2024,Qatar Grand Prix,23,1,37,57
ALB,Williams,39,0 days 00:02:09.058000,SOFT,False,4.0,0 days 01:56:35.037000,129.058,2024,Qatar Grand Prix,23,1,38,56
ALO,Aston Martin,39,0 days 00:02:14.005000,MEDIUM,False,4.0,0 days 01:56:28.925000,134.005,2024,Qatar Grand Prix,23,1,38,57
BOT,Kick Sauber,39,0 days 00:01:29.792000,MEDIUM,False,4.0,0 days 01:57:16.518000,89.792,2024,Qatar Grand Prix,23,1,36,55
GAS,Alpine,39,0 days 00:02:19.279000,HARD,False,4.0,0 days 01:56:22.123000,139.279,2024,Qatar Grand Prix,23,1,38,57
HAM,Mercedes,39,0 days 00:01:31.819000,HARD,False,4.0,0 days 01:57:13.580000,91.819,2024,Qatar Grand Prix,23,1,36,55
HUL,Haas F1 Team,39,0 days 00:02:07.982000,MEDIUM,False,5.0,0 days 01:56:36.685000,127.982,2024,Qatar Grand Prix,23,1,38,39
LAW,RB,39,0 days 00:02:05.703000,HARD,False,4.0,0 days 01:56:39.514000,125.703,2024,Qatar Grand Prix,23,1,37,56
LEC,Ferrari,39,0 days 00:02:22.818000,HARD,False,4.0,0 days 01:56:18.078000,142.818,2024,Qatar Grand Prix,23,1,36,55
MAG,Haas F1 Team,39,0 days 00:02:12.021000,HARD,False,4.0,0 days 01:56:31.620000,132.021,2024,Qatar Grand Prix,23,1,38,57
NOR,McLaren,39,0 days 00:02:24.447000,HARD,False,4.0,0 days 01:56:15.845000,144.447,2024,Qatar Grand Prix,23,1,35,54
PIA,McLaren,39,0 days 00:02:21.872000,HARD,False,4.0,0 days 01:56:19.229000,141.872,2024,Qatar Grand Prix,23,1,37,56
RUS,Mercedes,39,0 days 00:02:17.029000,HARD,False,5.0,0 days 01:56:24.533000,137.029,2024,Qatar Grand Prix,23,1,38,57
SAI,Ferrari,39,0 days 00:02:15.775000,HARD,False,4.0,0 days 01:56:26.036000,135.775,2024,Qatar Grand Prix,23,1,38,57
TSU,RB,39,0 days 00:02:09.747000,HARD,False,4.0,0 days 01:56:34.232000,129.747,2024,Qatar Grand Prix,23,1,38,57
VER,Red Bull Racing,39,0 days 00:02:26.153000,HARD,False,4.0,0 days 01:56:14.039000,146.153,2024,Qatar Grand Prix,23,1,34,53
ZHO,Kick Sauber,39,0 days 00:02:15.506000,HARD,False,4.0,0 days 01:56:27.311000,135.506,2024,Qatar Grand Prix,23,1,38,57
ALB,Williams,40,0 days 00:01:54.034000,SOFT,False,4.0,0 days 01:58:44.095000,114.034,2024,Qatar Grand Prix,23,1,39,56
ALO,Aston Martin,40,0 days 00:01:51.269000,MEDIUM,False,4.0,0 days 01:58:42.930000,111.269,2024,Qatar Grand Prix,23,1,39,57
BOT,Kick Sauber,40,0 days 00:01:57.286000,MEDIUM,False,4.0,0 days 01:58:46.310000,117.286,2024,Qatar Grand Prix,23,1,37,55
GAS,Alpine,40,0 days 00:01:48.476000,HARD,False,4.0,0 days 01:58:41.402000,108.476,2024,Qatar Grand Prix,23,1,39,57
HAM,Mercedes,40,0 days 00:01:54.351000,HARD,False,4.0,0 days 01:58:45.399000,114.351,2024,Qatar Grand Prix,23,1,37,55
LAW,RB,40,0 days 00:02:00.647000,HARD,False,4.0,0 days 01:58:45.217000,120.647,2024,Qatar Grand Prix,23,1,38,56
LEC,Ferrari,40,0 days 00:01:41.971000,HARD,False,4.0,0 days 01:58:40.896000,101.971,2024,Qatar Grand Prix,23,1,37,55
MAG,Haas F1 Team,40,0 days 00:01:53.041000,HARD,False,4.0,0 days 01:58:43.641000,113.041,2024,Qatar Grand Prix,23,1,39,57
NOR,McLaren,40,0 days 00:01:39.808000,HARD,False,4.0,0 days 01:58:40.292000,99.808,2024,Qatar Grand Prix,23,1,36,54
PIA,McLaren,40,0 days 00:01:43.378000,HARD,False,4.0,0 days 01:58:41.101000,103.378,2024,Qatar Grand Prix,23,1,38,56
RUS,Mercedes,40,0 days 00:01:46.275000,HARD,False,5.0,0 days 01:58:41.562000,106.275,2024,Qatar Grand Prix,23,1,39,57
SAI,Ferrari,40,0 days 00:01:50.298000,HARD,False,4.0,0 days 01:58:41.811000,110.298,2024,Qatar Grand Prix,23,1,39,57
TSU,RB,40,0 days 00:01:59.241000,HARD,False,4.0,0 days 01:58:43.979000,119.241,2024,Qatar Grand Prix,23,1,39,57
VER,Red Bull Racing,40,0 days 00:01:39.436000,HARD,False,4.0,0 days 01:58:40.192000,99.436,2024,Qatar Grand Prix,23,1,35,53
ZHO,Kick Sauber,40,0 days 00:01:52.918000,HARD,False,4.0,0 days 01:58:42.817000,112.918,2024,Qatar Grand Prix,23,1,39,57
ALB,Williams,41,0 days 00:02:14.065000,SOFT,False,4.0,0 days 02:00:38.129000,134.065,2024,Qatar Grand Prix,23,1,40,56
ALO,Aston Martin,41,0 days 00:02:12.579000,MEDIUM,False,4.0,0 days 02:00:34.199000,132.579,2024,Qatar Grand Prix,23,1,40,57
BOT,Kick Sauber,41,0 days 00:02:12.721000,MEDIUM,False,4.0,0 days 02:00:43.596000,132.721,2024,Qatar Grand Prix,23,1,38,55
GAS,Alpine,41,0 days 00:02:13.101000,HARD,False,4.0,0 days 02:00:29.878000,133.101,2024,Qatar Grand Prix,23,1,40,57
HAM,Mercedes,41,0 days 00:02:14.586000,HARD,False,4.0,0 days 02:00:39.750000,134.586,2024,Qatar Grand Prix,23,1,38,55
LAW,RB,41,0 days 00:02:15.917000,SOFT,False,5.0,0 days 02:00:45.864000,135.917,2024,Qatar Grand Prix,23,1,39,56
LEC,Ferrari,41,0 days 00:02:15.614000,HARD,False,4.0,0 days 02:00:22.867000,135.614,2024,Qatar Grand Prix,23,1,38,55
MAG,Haas F1 Team,41,0 days 00:02:13.540000,HARD,False,4.0,0 days 02:00:36.682000,133.54,2024,Qatar Grand Prix,23,1,40,57
NOR,McLaren,41,0 days 00:02:17.190000,HARD,False,4.0,0 days 02:00:20.100000,137.19,2024,Qatar Grand Prix,23,1,37,54
PIA,McLaren,41,0 days 00:02:15.810000,HARD,False,4.0,0 days 02:00:24.479000,135.81,2024,Qatar Grand Prix,23,1,39,56
RUS,Mercedes,41,0 days 00:02:14.121000,HARD,False,5.0,0 days 02:00:27.837000,134.121,2024,Qatar Grand Prix,23,1,40,57
SAI,Ferrari,41,0 days 00:02:13.053000,HARD,False,4.0,0 days 02:00:32.109000,133.053,2024,Qatar Grand Prix,23,1,40,57
TSU,RB,41,0 days 00:02:14.978000,SOFT,False,5.0,0 days 02:00:43.220000,134.978,2024,Qatar Grand Prix,23,1,40,57
VER,Red Bull Racing,41,0 days 00:02:16.076000,HARD,False,4.0,0 days 02:00:19.628000,136.076,2024,Qatar Grand Prix,23,1,36,53
ZHO,Kick Sauber,41,0 days 00:02:12.403000,HARD,False,4.0,0 days 02:00:35.735000,132.403,2024,Qatar Grand Prix,23,1,40,57
ALB,Williams,42,0 days 00:02:16.483000,SOFT,False,4.0,0 days 02:02:52.194000,136.483,2024,Qatar Grand Prix,23,1,41,56
ALO,Aston Martin,42,0 days 00:02:20.832000,MEDIUM,False,4.0,0 days 02:02:46.778000,140.832,2024,Qatar Grand Prix,23,1,41,57
BOT,Kick Sauber,42,0 days 00:02:13.244000,MEDIUM,False,4.0,0 days 02:02:56.317000,133.244,2024,Qatar Grand Prix,23,1,39,55
GAS,Alpine,42,0 days 00:02:23.945000,HARD,False,4.0,0 days 02:02:42.979000,143.945,2024,Qatar Grand Prix,23,1,41,57
HAM,Mercedes,42,0 days 00:02:15.024000,HARD,False,4.0,0 days 02:02:54.336000,135.024,2024,Qatar Grand Prix,23,1,39,55
LAW,RB,42,0 days 00:02:08.759000,SOFT,False,5.0,0 days 02:03:01.781000,128.759,2024,Qatar Grand Prix,23,1,40,56
LEC,Ferrari,42,0 days 00:02:27.125000,HARD,False,4.0,0 days 02:02:38.481000,147.125,2024,Qatar Grand Prix,23,1,39,55
MAG,Haas F1 Team,42,0 days 00:02:18.376000,HARD,False,4.0,0 days 02:02:50.222000,138.376,2024,Qatar Grand Prix,23,1,41,57
NOR,McLaren,42,0 days 00:02:28.012000,HARD,False,4.0,0 days 02:02:37.290000,148.012,2024,Qatar Grand Prix,23,1,38,54
PIA,McLaren,42,0 days 00:02:25.878000,HARD,False,4.0,0 days 02:02:40.289000,145.878,2024,Qatar Grand Prix,23,1,40,56
RUS,Mercedes,42,0 days 00:02:24.716000,HARD,False,5.0,0 days 02:02:41.958000,144.716,2024,Qatar Grand Prix,23,1,41,57
SAI,Ferrari,42,0 days 00:02:22.050000,HARD,False,4.0,0 days 02:02:45.162000,142.05,2024,Qatar Grand Prix,23,1,41,57
TSU,RB,42,0 days 00:02:11.701000,SOFT,False,5.0,0 days 02:02:58.198000,131.701,2024,Qatar Grand Prix,23,1,41,57
VER,Red Bull Racing,42,0 days 00:02:29.083000,HARD,False,4.0,0 days 02:02:35.704000,149.083,2024,Qatar Grand Prix,23,1,37,53
ZHO,Kick Sauber,42,0 days 00:02:19.983000,HARD,False,4.0,0 days 02:02:48.138000,139.983,2024,Qatar Grand Prix,23,1,41,57
ALB,Williams,43,0 days 00:01:27.968000,SOFT,False,4.0,0 days 02:05:08.677000,87.968,2024,Qatar Grand Prix,23,1,42,56
ALO,Aston Martin,43,0 days 00:01:27.771000,MEDIUM,False,4.0,0 days 02:05:07.610000,87.771,2024,Qatar Grand Prix,23,1,42,57
BOT,Kick Sauber,43,0 days 00:01:28.386000,MEDIUM,False,4.0,0 days 02:05:09.561000,88.386,2024,Qatar Grand Prix,23,1,40,55
GAS,Alpine,43,0 days 00:01:27.285000,HARD,False,4.0,0 days 02:05:06.924000,87.285,2024,Qatar Grand Prix,23,1,42,57
HAM,Mercedes,43,0 days 00:01:29.654000,HARD,False,4.0,0 days 02:05:09.360000,89.654,2024,Qatar Grand Prix,23,1,40,55
LAW,RB,43,0 days 00:01:29.070000,SOFT,False,5.0,0 days 02:05:10.540000,89.07,2024,Qatar Grand Prix,23,1,41,56
LEC,Ferrari,43,0 days 00:01:25.854000,HARD,False,4.0,0 days 02:05:05.606000,85.854,2024,Qatar Grand Prix,23,1,40,55
MAG,Haas F1 Team,43,0 days 00:01:29.014000,HARD,False,4.0,0 days 02:05:08.598000,89.014,2024,Qatar Grand Prix,23,1,42,57
NOR,McLaren,43,0 days 00:01:24.627000,HARD,False,4.0,0 days 02:05:05.302000,84.627,2024,Qatar Grand Prix,23,1,39,54
PIA,McLaren,43,0 days 00:01:26.116000,HARD,False,4.0,0 days 02:05:06.167000,86.116,2024,Qatar Grand Prix,23,1,41,56
RUS,Mercedes,43,0 days 00:01:26.371000,HARD,False,5.0,0 days 02:05:06.674000,86.371,2024,Qatar Grand Prix,23,1,42,57
SAI,Ferrari,43,0 days 00:01:27.686000,HARD,False,4.0,0 days 02:05:07.212000,87.686,2024,Qatar Grand Prix,23,1,42,57
TSU,RB,43,0 days 00:01:28.689000,SOFT,False,5.0,0 days 02:05:09.899000,88.689,2024,Qatar Grand Prix,23,1,42,57
VER,Red Bull Racing,43,0 days 00:01:24.509000,HARD,False,4.0,0 days 02:05:04.787000,84.509,2024,Qatar Grand Prix,23,1,38,53
ZHO,Kick Sauber,43,0 days 00:01:28.011000,HARD,False,4.0,0 days 02:05:08.121000,88.011,2024,Qatar Grand Prix,23,1,42,57
ALB,Williams,44,0 days 00:01:26.524000,SOFT,False,4.0,0 days 02:06:36.645000,86.524,2024,Qatar Grand Prix,23,1,43,56
ALO,Aston Martin,44,0 days 00:01:25.477000,MEDIUM,False,4.0,0 days 02:06:35.381000,85.477,2024,Qatar Grand Prix,23,1,43,57
BOT,Kick Sauber,44,0 days 00:01:26.779000,MEDIUM,False,4.0,0 days 02:06:37.947000,86.779,2024,Qatar Grand Prix,23,1,41,55
GAS,Alpine,44,0 days 00:01:25.421000,HARD,False,4.0,0 days 02:06:34.209000,85.421,2024,Qatar Grand Prix,23,1,43,57
HAM,Mercedes,44,0 days 00:01:27.093000,HARD,False,4.0,0 days 02:06:39.014000,87.093,2024,Qatar Grand Prix,23,1,41,55
LAW,RB,44,0 days 00:01:27.600000,SOFT,False,5.0,0 days 02:06:39.610000,87.6,2024,Qatar Grand Prix,23,1,42,56
LEC,Ferrari,44,0 days 00:01:24.012000,HARD,False,4.0,0 days 02:06:31.460000,84.012,2024,Qatar Grand Prix,23,1,41,55
MAG,Haas F1 Team,44,0 days 00:01:26.260000,HARD,False,4.0,0 days 02:06:37.612000,86.26,2024,Qatar Grand Prix,23,1,43,57
NOR,McLaren,44,0 days 00:01:23.473000,HARD,False,4.0,0 days 02:06:29.929000,83.473,2024,Qatar Grand Prix,23,1,40,54
PIA,McLaren,44,0 days 00:01:24.301000,HARD,False,4.0,0 days 02:06:32.283000,84.301,2024,Qatar Grand Prix,23,1,42,56
RUS,Mercedes,44,0 days 00:01:24.644000,HARD,False,5.0,0 days 02:06:33.045000,84.644,2024,Qatar Grand Prix,23,1,43,57
SAI,Ferrari,44,0 days 00:01:25.236000,HARD,False,4.0,0 days 02:06:34.898000,85.236,2024,Qatar Grand Prix,23,1,43,57
TSU,RB,44,0 days 00:01:27.188000,SOFT,False,5.0,0 days 02:06:38.588000,87.188,2024,Qatar Grand Prix,23,1,43,57
VER,Red Bull Racing,44,0 days 00:01:23.533000,HARD,False,4.0,0 days 02:06:29.296000,83.533,2024,Qatar Grand Prix,23,1,39,53
ZHO,Kick Sauber,44,0 days 00:01:26.299000,HARD,False,4.0,0 days 02:06:36.132000,86.299,2024,Qatar Grand Prix,23,1,43,57
ALB,Williams,45,0 days 00:01:25.844000,SOFT,False,4.0,0 days 02:08:03.169000,85.844,2024,Qatar Grand Prix,23,1,44,56
ALO,Aston Martin,45,0 days 00:01:25,MEDIUM,False,4.0,0 days 02:08:00.858000,85.0,2024,Qatar Grand Prix,23,1,44,57
BOT,Kick Sauber,45,0 days 00:01:26.296000,MEDIUM,False,4.0,0 days 02:08:04.726000,86.296,2024,Qatar Grand Prix,23,1,42,55
GAS,Alpine,45,0 days 00:01:24.508000,HARD,False,4.0,0 days 02:07:59.630000,84.508,2024,Qatar Grand Prix,23,1,44,57
HAM,Mercedes,45,0 days 00:01:25.280000,HARD,False,4.0,0 days 02:08:06.107000,85.28,2024,Qatar Grand Prix,23,1,42,55
LAW,RB,45,0 days 00:01:26.207000,SOFT,False,5.0,0 days 02:08:07.210000,86.207,2024,Qatar Grand Prix,23,1,43,56
LEC,Ferrari,45,0 days 00:01:23.937000,HARD,False,4.0,0 days 02:07:55.472000,83.937,2024,Qatar Grand Prix,23,1,42,55
MAG,Haas F1 Team,45,0 days 00:01:25.784000,HARD,False,4.0,0 days 02:08:03.872000,85.784,2024,Qatar Grand Prix,23,1,44,57
NOR,McLaren,45,0 days 00:01:27.666000,HARD,False,4.0,0 days 02:07:53.402000,87.666,2024,Qatar Grand Prix,23,1,41,54
PIA,McLaren,45,0 days 00:01:23.980000,HARD,False,4.0,0 days 02:07:56.584000,83.98,2024,Qatar Grand Prix,23,1,43,56
RUS,Mercedes,45,0 days 00:01:24.010000,HARD,False,5.0,0 days 02:07:57.689000,84.01,2024,Qatar Grand Prix,23,1,44,57
SAI,Ferrari,45,0 days 00:01:24.607000,HARD,False,4.0,0 days 02:08:00.134000,84.607,2024,Qatar Grand Prix,23,1,44,57
TSU,RB,45,0 days 00:01:26.798000,SOFT,False,5.0,0 days 02:08:05.776000,86.798,2024,Qatar Grand Prix,23,1,44,57
VER,Red Bull Racing,45,0 days 00:01:23.393000,HARD,False,4.0,0 days 02:07:52.829000,83.393,2024,Qatar Grand Prix,23,1,40,53
ZHO,Kick Sauber,45,0 days 00:01:25.141000,HARD,False,4.0,0 days 02:08:02.431000,85.141,2024,Qatar Grand Prix,23,1,44,57
ALB,Williams,46,0 days 00:01:25.701000,SOFT,False,4.0,0 days 02:09:29.013000,85.701,2024,Qatar Grand Prix,23,1,45,56
ALO,Aston Martin,46,0 days 00:01:24.440000,MEDIUM,False,4.0,0 days 02:09:25.858000,84.44,2024,Qatar Grand Prix,23,1,45,57
BOT,Kick Sauber,46,0 days 00:01:26.979000,MEDIUM,False,4.0,0 days 02:09:31.022000,86.979,2024,Qatar Grand Prix,23,1,43,55
GAS,Alpine,46,0 days 00:01:24.238000,HARD,False,4.0,0 days 02:09:24.138000,84.238,2024,Qatar Grand Prix,23,1,45,57
HAM,Mercedes,46,0 days 00:01:24.726000,HARD,False,4.0,0 days 02:09:31.387000,84.726,2024,Qatar Grand Prix,23,1,43,55
LAW,RB,46,0 days 00:01:26.076000,SOFT,False,5.0,0 days 02:09:33.417000,86.076,2024,Qatar Grand Prix,23,1,44,56
LEC,Ferrari,46,0 days 00:01:23.665000,HARD,False,4.0,0 days 02:09:19.409000,83.665,2024,Qatar Grand Prix,23,1,43,55
MAG,Haas F1 Team,46,0 days 00:01:25.823000,HARD,False,4.0,0 days 02:09:29.656000,85.823,2024,Qatar Grand Prix,23,1,45,57
NOR,McLaren,46,0 days 00:01:52.677000,HARD,False,5.0,0 days 02:09:21.068000,112.677,2024,Qatar Grand Prix,23,1,42,54
PIA,McLaren,46,0 days 00:01:23.909000,HARD,False,4.0,0 days 02:09:20.564000,83.909,2024,Qatar Grand Prix,23,1,44,56
RUS,Mercedes,46,0 days 00:01:23.614000,HARD,False,5.0,0 days 02:09:21.699000,83.614,2024,Qatar Grand Prix,23,1,45,57
SAI,Ferrari,46,0 days 00:01:24.170000,HARD,False,4.0,0 days 02:09:24.741000,84.17,2024,Qatar Grand Prix,23,1,45,57
TSU,RB,46,0 days 00:01:26.367000,SOFT,False,5.0,0 days 02:09:32.574000,86.367,2024,Qatar Grand Prix,23,1,45,57
VER,Red Bull Racing,46,0 days 00:01:23.370000,HARD,False,4.0,0 days 02:09:16.222000,83.37,2024,Qatar Grand Prix,23,1,41,53
ZHO,Kick Sauber,46,0 days 00:01:25.067000,HARD,False,4.0,0 days 02:09:27.572000,85.067,2024,Qatar Grand Prix,23,1,45,57
ALB,Williams,47,0 days 00:01:25.559000,SOFT,False,4.0,0 days 02:10:54.714000,85.559,2024,Qatar Grand Prix,23,1,46,56
ALO,Aston Martin,47,0 days 00:01:24.383000,MEDIUM,False,4.0,0 days 02:10:50.298000,84.383,2024,Qatar Grand Prix,23,1,46,57
BOT,Kick Sauber,47,0 days 00:01:25.920000,MEDIUM,False,4.0,0 days 02:10:58.001000,85.92,2024,Qatar Grand Prix,23,1,44,55
GAS,Alpine,47,0 days 00:01:24.097000,HARD,False,4.0,0 days 02:10:48.376000,84.097,2024,Qatar Grand Prix,23,1,46,57
HAM,Mercedes,47,0 days 00:01:29.954000,HARD,False,4.0,0 days 02:10:56.113000,89.954,2024,Qatar Grand Prix,23,1,44,55
LAW,RB,47,0 days 00:01:26.424000,SOFT,False,5.0,0 days 02:10:59.493000,86.424,2024,Qatar Grand Prix,23,1,45,56
LEC,Ferrari,47,0 days 00:01:23.722000,HARD,False,4.0,0 days 02:10:43.074000,83.722,2024,Qatar Grand Prix,23,1,44,55
MAG,Haas F1 Team,47,0 days 00:01:25.542000,HARD,False,4.0,0 days 02:10:55.479000,85.542,2024,Qatar Grand Prix,23,1,46,57
NOR,McLaren,47,0 days 00:01:22.936000,HARD,False,5.0,0 days 02:11:13.745000,82.936,2024,Qatar Grand Prix,23,1,43,54
PIA,McLaren,47,0 days 00:01:23.568000,HARD,False,4.0,0 days 02:10:44.473000,83.568,2024,Qatar Grand Prix,23,1,45,56
RUS,Mercedes,47,0 days 00:01:23.889000,HARD,False,5.0,0 days 02:10:45.313000,83.889,2024,Qatar Grand Prix,23,1,46,57
SAI,Ferrari,47,0 days 00:01:24.445000,HARD,False,4.0,0 days 02:10:48.911000,84.445,2024,Qatar Grand Prix,23,1,46,57
TSU,RB,47,0 days 00:01:26.144000,SOFT,False,5.0,0 days 02:10:58.941000,86.144,2024,Qatar Grand Prix,23,1,46,57
VER,Red Bull Racing,47,0 days 00:01:23.303000,HARD,False,4.0,0 days 02:10:39.592000,83.303,2024,Qatar Grand Prix,23,1,42,53
ZHO,Kick Sauber,47,0 days 00:01:24.936000,HARD,False,4.0,0 days 02:10:52.639000,84.936,2024,Qatar Grand Prix,23,1,46,57
ALB,Williams,48,0 days 00:01:25.751000,SOFT,False,4.0,0 days 02:12:20.273000,85.751,2024,Qatar Grand Prix,23,1,47,56
ALO,Aston Martin,48,0 days 00:01:24.472000,MEDIUM,False,4.0,0 days 02:12:14.681000,84.472,2024,Qatar Grand Prix,23,1,47,57
BOT,Kick Sauber,48,0 days 00:01:25.548000,MEDIUM,False,4.0,0 days 02:12:23.921000,85.548,2024,Qatar Grand Prix,23,1,45,55
GAS,Alpine,48,0 days 00:01:24.156000,HARD,False,4.0,0 days 02:12:12.473000,84.156,2024,Qatar Grand Prix,23,1,47,57
HAM,Mercedes,48,0 days 00:01:42.410000,HARD,False,5.0,0 days 02:12:26.067000,102.41,2024,Qatar Grand Prix,23,1,45,55
LAW,RB,48,0 days 00:01:26.369000,SOFT,False,5.0,0 days 02:12:25.917000,86.369,2024,Qatar Grand Prix,23,1,46,56
LEC,Ferrari,48,0 days 00:01:23.680000,HARD,False,4.0,0 days 02:12:06.796000,83.68,2024,Qatar Grand Prix,23,1,45,55
MAG,Haas F1 Team,48,0 days 00:01:25.560000,HARD,False,4.0,0 days 02:12:21.021000,85.56,2024,Qatar Grand Prix,23,1,47,57
NOR,McLaren,48,0 days 00:01:22.640000,HARD,False,5.0,0 days 02:12:36.681000,82.64,2024,Qatar Grand Prix,23,1,44,54
PIA,McLaren,48,0 days 00:01:23.624000,HARD,False,4.0,0 days 02:12:08.041000,83.624,2024,Qatar Grand Prix,23,1,46,56
RUS,Mercedes,48,0 days 00:01:23.796000,HARD,False,5.0,0 days 02:12:09.202000,83.796,2024,Qatar Grand Prix,23,1,47,57
SAI,Ferrari,48,0 days 00:01:24.094000,HARD,False,4.0,0 days 02:12:13.356000,84.094,2024,Qatar Grand Prix,23,1,47,57
TSU,RB,48,0 days 00:01:26.154000,SOFT,False,5.0,0 days 02:12:25.085000,86.154,2024,Qatar Grand Prix,23,1,47,57
VER,Red Bull Racing,48,0 days 00:01:23.423000,HARD,False,4.0,0 days 02:12:02.895000,83.423,2024,Qatar Grand Prix,23,1,43,53
ZHO,Kick Sauber,48,0 days 00:01:24.906000,HARD,False,4.0,0 days 02:12:17.575000,84.906,2024,Qatar Grand Prix,23,1,47,57
ALB,Williams,49,0 days 00:01:27.222000,SOFT,False,4.0,0 days 02:13:46.024000,87.222,2024,Qatar Grand Prix,23,1,48,56
ALO,Aston Martin,49,0 days 00:01:24.395000,MEDIUM,False,4.0,0 days 02:13:39.153000,84.395,2024,Qatar Grand Prix,23,1,48,57
BOT,Kick Sauber,49,0 days 00:01:25.639000,MEDIUM,False,4.0,0 days 02:13:49.469000,85.639,2024,Qatar Grand Prix,23,1,46,55
GAS,Alpine,49,0 days 00:01:23.942000,HARD,False,4.0,0 days 02:13:36.629000,83.942,2024,Qatar Grand Prix,23,1,48,57
HAM,Mercedes,49,0 days 00:01:25.096000,HARD,False,5.0,0 days 02:14:08.477000,85.096,2024,Qatar Grand Prix,23,1,46,55
LAW,RB,49,0 days 00:01:26.753000,SOFT,False,5.0,0 days 02:13:52.286000,86.753,2024,Qatar Grand Prix,23,1,47,56
LEC,Ferrari,49,0 days 00:01:23.470000,HARD,False,4.0,0 days 02:13:30.476000,83.47,2024,Qatar Grand Prix,23,1,46,55
MAG,Haas F1 Team,49,0 days 00:01:24.603000,HARD,False,4.0,0 days 02:13:46.581000,84.603,2024,Qatar Grand Prix,23,1,48,57
NOR,McLaren,49,0 days 00:01:22.822000,HARD,False,5.0,0 days 02:13:59.321000,82.822,2024,Qatar Grand Prix,23,1,45,54
PIA,McLaren,49,0 days 00:01:23.623000,HARD,False,4.0,0 days 02:13:31.665000,83.623,2024,Qatar Grand Prix,23,1,47,56
RUS,Mercedes,49,0 days 00:01:23.744000,HARD,False,5.0,0 days 02:13:32.998000,83.744,2024,Qatar Grand Prix,23,1,48,57
